kingdom,scientificName,class,order,family,genus,species,phylum,domain
,Dickeya zeae Ech1591,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Dickeya (6),dze,,
,Dickeya zeae Ech586,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Dickeya (6),ddc,,
,Dickeya zeae EC1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Dickeya (6),dzc,,
,Dickeya solani,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Dickeya (6),dso,,
,Erwinia tasmaniensis,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),eta,,
,Erwinia pyrifoliae Ep1/96,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),epy,,
,Erwinia pyrifoliae DSM 12163,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),epr,,
,Erwinia amylovora CFBP1430,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),eam,,
,Erwinia amylovora ATCC 49946,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),eay,,
,Erwinia billingiae,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),ebi,,
,Erwinia sp. Ejp617,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),erj,,
,Erwinia gerundensis,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Erwinia (8),ege,,
,Buchnera aphidicola APS (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),buc,,
,Buchnera aphidicola 5A (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bap,,
,Buchnera aphidicola Tuc7 (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bau,,
,Buchnera aphidicola JF98 (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),baw,,
,Buchnera aphidicola JF99 (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bajc,,
,Buchnera aphidicola LL01 (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bua,,
,Buchnera aphidicola TLW03 (Acyrthosiphon pisum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bup,,
,Buchnera aphidicola Ak (Acyrthosiphon kondoi),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bak,,
,Buchnera aphidicola Ua (Uroleucon ambrosiae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),buh,,
,Buchnera aphidicola F009 (Myzus persicae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bapf,,
,Buchnera aphidicola G002 (Myzus persicae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bapg,,
,Buchnera aphidicola USDA (Myzus persicae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bapu,,
,Buchnera aphidicola W106 (Myzus persicae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bapw,,
,Buchnera aphidicola Sg (Schizaphis graminum),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bas,,
,Buchnera aphidicola Bp (Baizongia pistaciae),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bab,,
,Buchnera aphidicola BCc,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),bcc,,
,Buchnera aphidicola (Cinara tujafilina),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),baj,,
,Buchnera aphidicola (Aphis glycines),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Buchnera (18),baph,,
,Wigglesworthia glossinidia brevipalpis (Glossina brevipalpis),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Wigglesworthia (2),wbr,,
,Wigglesworthia glossinidia morsitans (Glossina morsitans),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Wigglesworthia (2),wgl,,
,Pantoea ananatis LMG 20103,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pam,,
,Pantoea ananatis LMG 5342,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),plf,,
,Pantoea ananatis AJ13355,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),paj,,
,Pantoea ananatis PA13,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),paq,,
,Pantoea vagans,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pva,,
,Pantoea sp. At-9b,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pao,,
,Pantoea rwandensis,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),kln,,
,Pantoea sp. PSNIH1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pant,,
,Pantoea sp. PSNIH2,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),panp,,
,Candidatus Pantoea carbekii,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),hhs,,
,Candidatus Pantoea carbekii US,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pck,,
,Pantoea agglomerans FDAARGOS_160,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pagg,,
,Pantoea agglomerans C410P1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pantoea (13),pagc,,
,Photorhabdus luminescens,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Photorhabdus (3),plu,,
,Photorhabdus asymbiotica,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Photorhabdus (3),pay,,
,Photorhabdus temperata,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Photorhabdus (3),ptt,,
,Proteus mirabilis HI4320,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Proteus (3),pmr,,
,Proteus mirabilis BB2000,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Proteus (3),pmib,,
,Proteus vulgaris,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Proteus (3),pvl,,
,Xenorhabdus bovienii SS-2004,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xbo,,
,Xenorhabdus bovienii CS03,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xbv,,
,Xenorhabdus nematophila ATCC 19061,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xne,,
,Xenorhabdus nematophila AN6/1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xnm,,
,Xenorhabdus doucetiae,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xdo,,
,Xenorhabdus poinarii,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xpo,,
,Xenorhabdus hominickii,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Xenorhabdus (7),xho,,
,Providencia stuartii MRSN 2154,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Providencia (4),psi,,
,Providencia stuartii ATCC 33672,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Providencia (4),psx,,
,Providencia stuartii BE2467,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Providencia (4),psta,,
,Providencia rettgeri,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Providencia (4),prg,,
,Morganella morganii,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Morganella (1),mmk,,
,Arsenophonus symbiont of Lipoptena fortisetosa,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Arsenophonus (1),asy,,
,Edwardsiella ictaluri,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),eic,,
,Edwardsiella tarda EIB202,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),etr,,
,Edwardsiella tarda FL6-60,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),etd,,
,Edwardsiella anguillarum,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),ete,,
,Edwardsiella piscicida C07-087,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),etc,,
,Edwardsiella sp. EA181011,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),edw,,
,Edwardsiella sp. LADL05-105,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),edl,,
,Edwardsiella hoshinae,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Edwardsiella (8),eho,,
,Hafnia alvei,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Hafnia (1),hav,,
,Obesumbacterium proteus,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Obesumbacterium (1),opo,,
,Pragia fontium,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Pragia (1),pfq,,
,Plesiomonas shigelloides,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Enterobacteria (406),Plesiomonas (1),pshi,,
,Haemophilus influenzae Rd KW20 (serotype d),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hin,,
,Haemophilus influenzae 86-028NP (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hit,,
,Haemophilus influenzae PittEE (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hip,,
,Haemophilus influenzae PittGG (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hiq,,
,Haemophilus influenzae F3031 (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hif,,
,Haemophilus influenzae F3047 (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hil,,
,Haemophilus influenzae 10810 (serotype b),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hiu,,
,Haemophilus influenzae R2846 (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hie,,
,Haemophilus influenzae R2866 (nontypeable),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hiz,,
,Haemophilus influenzae KR494 (serotype f),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hik,,
,Haemophilus influenzae CGSHiCZ412602,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hia,,
,Haemophilus influenzae Hi375,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hih,,
,Haemophilus influenzae 477,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hiw,,
,Haemophilus influenzae C486,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hic,,
,Haemophilus influenzae 723,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hix,,
,Haemophilus ducreyi,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hdu,,
,Haemophilus parasuis SH0165,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hap,,
,Haemophilus parasuis ZJ0906,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hpaz,,
,Haemophilus parasuis SH03,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hpas,,
,Haemophilus parasuis KL0318,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hpak,,
,Haemophilus parainfluenzae,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Haemophilus (21),hpr,,
,Haemophilus somnus 129PT,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Histophilus (2),hso,,
,Haemophilus somnus 2336,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Histophilus (2),hsm,,
,Pasteurella multocida subsp. multocida Pm70,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Pasteurella (5),pmu,,
,Pasteurella multocida subsp. multocida HN06,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Pasteurella (5),pmv,,
,Pasteurella multocida subsp. multocida 3480,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Pasteurella (5),pul,,
,Pasteurella multocida 36950,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Pasteurella (5),pmp,,
,Pasteurella multocida ATCC 43137,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Pasteurella (5),pmul,,
,Mannheimia succiniciproducens,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Basfia (1),msu,,
,Mannheimia haemolytica USDA-ARS-USMARC-185,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mht,,
,Mannheimia haemolytica USDA-ARS-USMARC-183,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhq,,
,Mannheimia haemolytica USDA-ARS-USMARC-184,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhat,,
,Mannheimia haemolytica M42548,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhx,,
,Mannheimia haemolytica D153,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhae,,
,Mannheimia haemolytica D171,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mham,,
,Mannheimia haemolytica D174,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhao,,
,Mannheimia haemolytica USMARC_2286,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhal,,
,Mannheimia haemolytica 89010807N,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhaq,,
,Mannheimia haemolytica 89010807N lktA-,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mhay,,
,Mannheimia sp. USDA-ARS-USMARC-1261,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mvr,,
,Mannheimia varigena USDA-ARS-USMARC-1296,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mvi,,
,Mannheimia varigena USDA-ARS-USMARC-1312,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mvg,,
,Mannheimia varigena USDA-ARS-USMARC-1388,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Mannheimia (14),mve,,
,Actinobacillus pleuropneumoniae L20 (serotype 5b),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),apl,,
,Actinobacillus pleuropneumoniae JL03 (serotype 3),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),apj,,
,Actinobacillus pleuropneumoniae AP76 (serotype 7),Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),apa,,
,Actinobacillus succinogenes,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),asu,,
,Actinobacillus suis H91-0380,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),asi,,
,Actinobacillus suis ATCC 33415,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),ass,,
,Actinobacillus equuli,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Actinobacillus (7),aeu,,
,Aggregatibacter aphrophilus NJ8700,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aap,,
,Aggregatibacter aphrophilus W10433,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aaz,,
,Aggregatibacter actinomycetemcomitans D11S-1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aat,,
,Aggregatibacter actinomycetemcomitans ANH9381,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aao,,
,Aggregatibacter actinomycetemcomitans D7S-1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aan,,
,Aggregatibacter actinomycetemcomitans HK1651,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aah,,
,Aggregatibacter actinomycetemcomitans NUM4039,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aacn,,
,Aggregatibacter actinomycetemcomitans 624,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Aggregatibacter (8),aact,,
,Gallibacterium anatis,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Gallibacterium (1),gan,,
,Bibersteinia trehalosi USDA-ARS-USMARC-192,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Bibersteinia (4),bto,,
,Bibersteinia trehalosi USDA-ARS-USMARC-188,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Bibersteinia (4),btre,,
,Bibersteinia trehalosi USDA-ARS-USMARC-189,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Bibersteinia (4),btrh,,
,Bibersteinia trehalosi USDA-ARS-USMARC-190,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Bibersteinia (4),btra,,
,Xylella fastidiosa 9a5c,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xfa,,
,Xylella fastidiosa Temecula1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xft,,
,Xylella fastidiosa M12,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xfm,,
,Xylella fastidiosa M23,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xfn,,
,Xylella fastidiosa subsp. fastidiosa GB514,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xff,,
,Xylella fastidiosa MUL0034,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xfl,,
,Xylella fastidiosa subsp. sandyi Ann-1,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xylella (7),xfs,,
,Xanthomonas campestris pv. campestris ATCC 33913,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xcc,,
,Xanthomonas campestris pv. campestris 8004,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xcb,,
,Xanthomonas campestris pv. campestris B100,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xca,,
,Xanthomonas campestris pv. raphani,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xcp,,
,Xanthomonas campestris pv. vesicatoria,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xcv,,
,Xanthomonas citri pv. citri 306,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xac,,
,Xanthomonas citri subsp. citri Aw12879,Prokaryotes (4421),Bacteria (4172),Gammaproteobacteria - Others (590),Xanthomonas (31),xci,,
