#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
GCA_000011325.1,PRJNA307,SAMD00061105,na,reference genome,196627,1718,Corynebacterium glutamicum ATCC 13032,strain=ATCC 13032,na,latest,Complete Genome,Major,Full,2004-02-18,ASM1132v1,Kitasato Univ.,GCF_000011325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/325/GCA_000011325.1_ASM1132v1,na,assembly from type material,na,haploid,bacteria,3309401,3309401,54.000000,1,1,1,Kitasato Univ.,Annotation submitted by Kitasato Univ.,2016-10-07,3099,3099,0,na
GCA_000196335.1,PRJNA13760,SAMEA3138338,na,na,196627,1718,Corynebacterium glutamicum ATCC 13032,strain=DSM 20300 = ATCC 13032,na,latest,Complete Genome,Major,Full,2004-01-26,ASM19633v1,Universitaet Bielefeld,GCF_000196335.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/335/GCA_000196335.1_ASM19633v1,na,assembly from type material,na,haploid,bacteria,3282708,3282708,54.000000,1,1,1,Universitaet Bielefeld,Annotation submitted by Universitaet Bielefeld,2004-01-26,3138,3057,80,12948626
GCA_000006605.1,PRJNA13967,SAMEA3283089,na,na,306537,38289,Corynebacterium jeikeium K411,strain=K411 = NCTC 11915,na,latest,Complete Genome,Major,Full,2005-06-27,ASM660v1,Bielefeld Univ,GCF_000006605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/605/GCA_000006605.1_ASM660v1,na,na,na,haploid,bacteria,2476822,2476822,61.500000,2,2,2,Bielefeld Univ,Annotation submitted by Bielefeld Univ,2015-03-07,2182,2120,61,15968079
GCA_000023145.1,PRJNA38011,SAMN02603033,na,reference genome,645127,161879,Corynebacterium kroppenstedtii DSM 44385,strain=DSM 44385,na,latest,Complete Genome,Major,Full,2009-05-19,ASM2314v1,"Bielefeld University, Center for Biotechnology",GCF_000023145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/145/GCA_000023145.1_ASM2314v1,na,assembly from type material,na,haploid,bacteria,2446804,2446804,57.500000,1,1,1,"Bielefeld University, Center for Biotechnology","Annotation submitted by Bielefeld University, Center for Biotechnology",2015-01-08,2083,2018,55,18430482
GCA_000069945.1,PRJNA29211,SAMEA3138282,na,na,504474,43771,Corynebacterium urealyticum DSM 7109,strain=DSM 7109,na,latest,Complete Genome,Major,Full,2008-04-02,ASM6994v1,Bielefeld Univ,GCF_000069945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/945/GCA_000069945.1_ASM6994v1,na,assembly from type material,na,haploid,bacteria,2369219,2369219,64.000000,1,1,1,Bielefeld Univ,Annotation submitted by Bielefeld Univ,2015-02-28,2084,2024,60,18367281
GCA_000196315.1,PRJNA13570,SAMN02603922,na,reference genome,216432,313588,Croceibacter atlanticus HTCC2559,strain=HTCC2559,na,latest,Complete Genome,Major,Full,2010-06-09,ASM19631v1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,GCF_000196315.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/315/GCA_000196315.1_ASM19631v1,na,assembly from type material,na,haploid,bacteria,2952962,2952962,34.000000,1,1,1,The Gordon and Betty Moore Foundation Marine Microbiology Initiative,Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative,2014-01-31,2746,2702,40,20639333
GCA_013314905.1,PRJNA635988,SAMN15062375,JABTYD000000000.1,na,164546,164546,Cupriavidus taiwanensis,strain=USM6,na,latest,Contig,Major,Full,2020-06-09,ASM1331490v1,University of Southern Mississippi,GCF_013314905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/314/905/GCA_013314905.1_ASM1331490v1,na,na,na,haploid,bacteria,6358134,6358134,67.500000,0,153,153,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2020-06-04,5860,5733,63,na
GCA_022406855.1,PRJNA321928,SAMN05006710,na,na,164546,164546,Cupriavidus taiwanensis,strain=SWF66294,na,latest,Complete Genome,Major,Full,2022-02-28,ASM2240685v1,Hebei University,GCF_022406855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/855/GCA_022406855.1_ASM2240685v1,na,na,na,haploid,bacteria,6782863,6782863,67.000000,3,3,3,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2016-08-17,6013,5826,84,na
GCA_030165025.1,PRJNA976753,SAMN35440982,JASNFM000000000.1,na,164546,164546,Cupriavidus taiwanensis,strain=S2-1-W,na,latest,Contig,Major,Full,2023-06-04,ASM3016502v1,California State University Northridge,GCF_030165025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/165/025/GCA_030165025.1_ASM3016502v1,na,na,na,haploid,bacteria,6288345,6288345,67.500000,0,129,129,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-05-30,5784,5646,65,na
GCA_038900735.1,PRJNA1062061,SAMN39286529,JAYMSA000000000.1,na,164546,164546,Cupriavidus taiwanensis,strain=JHI1662,na,latest,Contig,Major,Full,2024-04-30,ASM3890073v1,The James Hutton Institute,GCF_038900735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/900/735/GCA_038900735.1_ASM3890073v1,na,na,na,haploid,bacteria,6760706,6760706,67.000000,0,184,184,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2024-01-12,6212,5983,81,na
GCA_039594155.1,PRJNA1096928,SAMN41035844,JBCNOC000000000.1,na,164546,164546,Cupriavidus taiwanensis,na,SMAGNO117,latest,Contig,Major,Full,2024-05-09,ASM3959415v1,Guangxi University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/594/155/GCA_039594155.1_ASM3959415v1,annotation fails MAG completeness check; annotation fails completeness check; derived from metagenome,na,na,haploid,bacteria,5879021,5879021,67.500000,0,644,644,na,na,,0,0,0,na
GCA_047459765.1,PRJNA923770,SAMN32735254,JAQOLH000000000.1,na,164546,164546,Cupriavidus taiwanensis,strain=QL-117,na,latest,Contig,Major,Full,2025-02-05,ASM4745976v1,Nanjing Agricultural University,GCF_047459765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/047/459/765/GCA_047459765.1_ASM4745976v1,na,na,na,haploid,bacteria,6603808,6603808,67.500000,0,64,64,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2023-01-27,6092,5968,68,na
GCA_900249705.1,PRJEB23670,SAMEA104420993,OFSS00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis LMG 19426,latest,Chromosome,Major,Full,2018-08-08,CBM2585,INSTITUT PASTEUR,GCF_900249705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/705/GCA_900249705.1_CBM2585,na,na,na,haploid,bacteria,6586675,6578848,67.000000,3,5,75,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6495,6351,97,na
GCA_900249715.1,PRJEB23670,SAMEA104420995,OFSO00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 3511,latest,Chromosome,Major,Full,2018-08-08,CBM2588,INSTITUT PASTEUR,GCF_900249715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/715/GCA_900249715.1_CBM2588,RefSeq annotation failed,na,na,haploid,bacteria,6668242,6657993,67.000000,3,8,93,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6654,6502,91,na
GCA_900249735.1,PRJEB23670,SAMEA104420996,OFSP00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 3521,latest,Chromosome,Major,Full,2018-08-08,CBM2589,INSTITUT PASTEUR,GCF_900249735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/735/GCA_900249735.1_CBM2589,RefSeq annotation failed,na,na,haploid,bacteria,6953301,6945130,67.000000,3,12,86,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6943,6804,92,na
GCA_900249755.1,PRJEB23670,SAMEA104421035,OFSQ00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus sp. LMG 19464,latest,Chromosome,Major,Full,2018-08-08,CBM2587,INSTITUT PASTEUR,GCF_900249755.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/755/GCA_900249755.1_CBM2587,na,na,na,haploid,bacteria,5954828,5949172,68.000000,3,7,44,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,5846,5709,99,na
GCA_900249765.1,PRJEB23670,SAMEA104420999,OFSR00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 3711,latest,Chromosome,Major,Full,2018-08-08,CBM2592,INSTITUT PASTEUR,GCF_900249765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/765/GCA_900249765.1_CBM2592,RefSeq annotation failed,na,na,haploid,bacteria,6764138,6754617,67.000000,3,10,94,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6782,6635,92,na
GCA_900249775.1,PRJEB23670,SAMEA104421005,OFST00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6132,latest,Chromosome,Major,Full,2018-08-08,CBM2599,INSTITUT PASTEUR,GCF_900249775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/775/GCA_900249775.1_CBM2599,na,na,na,haploid,bacteria,6882219,6875011,67.000000,3,8,76,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6862,6729,99,na
GCA_900249785.1,PRJEB23670,SAMEA104420998,OFSU00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 3681,latest,Scaffold,Major,Full,2018-08-08,CBM2591,INSTITUT PASTEUR,GCF_900249785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/785/GCA_900249785.1_CBM2591,na,na,na,haploid,bacteria,6749459,6748044,67.000000,0,95,100,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6782,6632,92,na
GCA_900249795.1,PRJEB23670,SAMEA104421004,OFSW00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6044,latest,Chromosome,Major,Full,2018-08-08,CBM2598,INSTITUT PASTEUR,GCF_900249795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/795/GCA_900249795.1_CBM2598,na,na,na,haploid,bacteria,6820352,6815769,66.500000,3,14,56,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-06-30,6864,6737,97,na
GCA_900249805.1,PRJEB23670,SAMEA104421001,OFSX00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6032,latest,Chromosome,Major,Full,2018-08-08,CBM2595,INSTITUT PASTEUR,GCF_900249805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/805/GCA_900249805.1_CBM2595,na,na,na,haploid,bacteria,6537164,6535628,67.000000,1,54,61,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6466,6339,96,na
GCA_900249815.1,PRJEB23670,SAMEA104421000,OGUU00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6021,latest,Chromosome,Major,Full,2018-08-08,CBM2594,INSTITUT PASTEUR,GCF_900249815.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/815/GCA_900249815.1_CBM2594,na,na,na,haploid,bacteria,6811355,6805736,66.500000,3,15,65,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6812,6688,96,na
GCA_900249825.1,PRJEB23670,SAMEA104421006,OFSV00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6162,latest,Chromosome,Major,Full,2018-08-08,CBM2600,INSTITUT PASTEUR,GCF_900249825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/825/GCA_900249825.1_CBM2600,na,na,na,haploid,bacteria,6869008,6860689,67.000000,3,7,76,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6828,6695,95,na
GCA_900249835.1,PRJEB23670,SAMEA104421003,OFSY00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6043,latest,Chromosome,Major,Full,2018-08-08,CBM2597,INSTITUT PASTEUR,GCF_900249835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/835/GCA_900249835.1_CBM2597,na,na,na,haploid,bacteria,6817480,6810838,66.500000,3,15,71,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6821,6694,97,na
GCA_900249845.1,PRJEB23670,SAMEA104421012,OFTA00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6116,latest,Chromosome,Major,Full,2018-08-08,CBM2609,INSTITUT PASTEUR,GCF_900249845.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/845/GCA_900249845.1_CBM2609,RefSeq annotation failed,na,na,haploid,bacteria,6524022,6516845,67.000000,3,7,77,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6539,6400,94,na
GCA_900249855.1,PRJEB23670,SAMEA104421007,OFSZ00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6117,latest,Chromosome,Major,Full,2018-08-08,CBM2604,INSTITUT PASTEUR,GCF_900249855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/855/GCA_900249855.1_CBM2604,RefSeq annotation failed,na,na,haploid,bacteria,6528362,6520696,67.000000,3,7,78,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6519,6376,98,na
GCA_900249865.1,PRJEB23670,SAMEA104421011,OFTB00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6150,latest,Chromosome,Major,Full,2018-08-08,CBM2608,INSTITUT PASTEUR,GCF_900249865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/865/GCA_900249865.1_CBM2608,na,na,na,haploid,bacteria,6669855,6660244,67.000000,3,21,106,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6679,6540,85,na
GCA_900249885.1,PRJEB23670,SAMEA104421018,OFTE00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8560,latest,Chromosome,Major,Full,2018-08-08,CBM2617,INSTITUT PASTEUR,GCF_900249885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/885/GCA_900249885.1_CBM2617,RefSeq annotation failed,na,na,haploid,bacteria,6744384,6734013,67.000000,3,10,101,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6769,6612,95,na
GCA_900249895.1,PRJEB23670,SAMEA104421013,OFTD00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 6119,latest,Chromosome,Major,Full,2018-08-08,CBM2610,INSTITUT PASTEUR,GCF_900249895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/895/GCA_900249895.1_CBM2610,RefSeq annotation failed,na,na,haploid,bacteria,6517050,6509551,67.000000,3,10,76,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6514,6382,87,na
GCA_900249905.1,PRJEB23670,SAMEA104421016,OFTF00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8557,latest,Chromosome,Major,Full,2018-08-08,CBM2614,INSTITUT PASTEUR,GCF_900249905.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/905/GCA_900249905.1_CBM2614,RefSeq annotation failed,na,na,haploid,bacteria,6605824,6598005,67.000000,3,15,75,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6664,6495,100,na
GCA_900249915.1,PRJEB23670,SAMEA104421017,OFTG00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8558,latest,Chromosome,Major,Full,2018-08-08,CBM2615,INSTITUT PASTEUR,GCF_900249915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/915/GCA_900249915.1_CBM2615,RefSeq annotation failed,na,na,haploid,bacteria,6605446,6597481,67.000000,3,12,74,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6664,6491,100,na
GCA_900249925.1,PRJEB23670,SAMEA104421015,OFTH00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8556,latest,Chromosome,Major,Full,2018-08-08,CBM2613,INSTITUT PASTEUR,GCF_900249925.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/925/GCA_900249925.1_CBM2613,RefSeq annotation failed,na,na,haploid,bacteria,6603947,6595397,67.000000,3,11,66,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6673,6505,95,na
GCA_900249935.1,PRJEB23670,SAMEA104421019,OFTI00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8561,latest,Chromosome,Major,Full,2018-08-08,CBM2618,INSTITUT PASTEUR,GCF_900249935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/935/GCA_900249935.1_CBM2618,RefSeq annotation failed,na,na,haploid,bacteria,6725445,6716214,67.000000,3,10,98,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6764,6599,100,na
GCA_900249945.1,PRJEB23670,SAMEA104421020,OFTK00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8564,latest,Chromosome,Major,Full,2018-08-08,CBM2621,INSTITUT PASTEUR,GCF_900249945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/945/GCA_900249945.1_CBM2621,RefSeq annotation failed,na,na,haploid,bacteria,6737786,6726634,67.000000,3,10,95,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6756,6601,91,na
GCA_900249955.1,PRJEB23670,SAMEA104421021,OFTJ00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis STM 8565,latest,Chromosome,Major,Full,2018-08-08,CBM2622,INSTITUT PASTEUR,GCF_900249955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/955/GCA_900249955.1_CBM2622,RefSeq annotation failed,na,na,haploid,bacteria,6736035,6726085,67.000000,3,9,94,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6759,6611,95,na
GCA_900249965.1,PRJEB23670,SAMEA104421024,OFTL00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis mpp 1.1,latest,Chromosome,Major,Full,2018-08-08,CBM2626,INSTITUT PASTEUR,GCF_900249965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/965/GCA_900249965.1_CBM2626,RefSeq annotation failed,na,na,haploid,bacteria,6594617,6590285,67.000000,3,12,55,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6712,6531,107,na
GCA_900249975.1,PRJEB23670,SAMEA104421028,OVTA00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis cmp 52,latest,Scaffold,Major,Full,2018-08-08,CBM2634,INSTITUT PASTEUR,GCF_900249975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/975/GCA_900249975.1_CBM2634,na,na,na,haploid,bacteria,7026539,7018514,67.000000,0,70,138,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,7095,6924,96,na
GCA_900249985.1,PRJEB23670,SAMEA104421025,OFTS00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis TPIG 6a,latest,Chromosome,Major,Full,2018-08-08,CBM2629,INSTITUT PASTEUR,GCF_900249985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/985/GCA_900249985.1_CBM2629,na,na,na,haploid,bacteria,6813618,6804746,67.000000,3,15,96,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6852,6696,95,na
GCA_900249995.1,PRJEB23670,SAMEA104421026,OFTN00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis TPUD 27.6,latest,Chromosome,Major,Full,2018-08-08,CBM2631,INSTITUT PASTEUR,GCF_900249995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/249/995/GCA_900249995.1_CBM2631,na,na,na,haploid,bacteria,6795041,6785325,67.000000,3,9,101,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6803,6645,93,na
GCA_900250005.1,PRJEB23670,SAMEA104421023,OFTM00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis mpp 1.3,latest,Chromosome,Major,Full,2018-08-08,CBM2625,INSTITUT PASTEUR,GCF_900250005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/250/005/GCA_900250005.1_CBM2625,RefSeq annotation failed,na,na,haploid,bacteria,6603990,6599290,67.000000,3,15,62,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6682,6522,97,na
GCA_900250015.1,PRJEB23670,SAMEA104421027,OFTO00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis MAPUD 10.1,latest,Scaffold,Major,Full,2018-08-08,CBM2633,INSTITUT PASTEUR,GCF_900250015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/250/015/GCA_900250015.1_CBM2633,na,na,na,haploid,bacteria,6760360,6759764,67.000000,0,67,69,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6725,6590,97,na
GCA_900250025.1,PRJEB23670,SAMEA104421030,OFTP00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis SWF 66324,latest,Chromosome,Major,Full,2018-08-08,CBM2637,INSTITUT PASTEUR,GCF_900250025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/250/025/GCA_900250025.1_CBM2637,na,na,na,haploid,bacteria,6700309,6688366,67.000000,3,8,87,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2018-08-08,6727,6592,97,na
GCA_900250035.1,PRJEB23670,SAMEA104421033,OGUT00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis LMG 19431,latest,Chromosome,Major,Full,2018-08-08,CT19431,INSTITUT PASTEUR,GCF_900250035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/250/035/GCA_900250035.1_CT19431,na,na,na,haploid,bacteria,6520096,6488410,67.000000,3,12,66,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6324,6206,90,na
GCA_900250045.1,PRJEB23670,SAMEA104421022,OFTQ00000000.1,na,164546,164546,Cupriavidus taiwanensis,na,Cupriavidus taiwanensis ip2.30/pp 2.30,latest,Chromosome,Major,Full,2018-08-08,CBM2623,INSTITUT PASTEUR,GCF_900250045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/250/045/GCA_900250045.1_CBM2623,RefSeq annotation failed,na,na,haploid,bacteria,6705804,6695927,67.000000,3,14,103,INSTITUT PASTEUR,Annotation submitted by INSTITUT PASTEUR,2022-07-01,6699,6555,89,na
